0,0.01
0.01,0.01
0.02,0.15581
0.03,0.32825
0.04,0.47489
0.05,0.59588
0.06,0.70177
0.07,0.7974
0.08,0.88545
0.09,0.96762
0.1,1.0451
0.11,1.1189
0.12,1.1895
0.13,1.2577
0.14,1.3237
0.15,1.3881
0.16,1.451
0.17,1.5128
0.18,1.5736
0.19,1.6
0.2,1.6
0.21,1.6
0.22,1.6
0.23,1.6
0.24,1.6
0.25,1.6
0.26,1.6
0.27,1.6
0.28,1.6
0.29,1.6
0.3,1.6
0.31,1.6
0.32,1.6
0.33,1.6
0.34,1.6
0.35,1.6
0.36,1.6
0.37,1.6
0.38,1.6
0.39,1.6
0.4,1.6
0.41,1.6
0.42,1.6
0.43,1.6
0.44,1.6
0.45,1.6
0.46,1.6
0.47,1.6
0.48,1.6
0.49,1.6
0.5,1.6
0.51,1.6
0.52,1.6
0.53,1.6
0.54,1.6
0.55,1.6
0.56,1.6
0.57,1.6
0.58,1.6
0.59,1.6
0.6,1.6
0.61,1.6
0.62,1.6
0.63,1.6
0.64,1.6
0.65,1.6
0.66,1.6
0.67,1.6
0.68,1.6
0.69,1.6
0.7,1.6
0.71,1.6
0.72,1.6
0.73,1.6
0.74,1.6
0.75,1.6
0.76,1.6
0.77,1.6
0.78,1.6
0.79,1.6
0.8,1.6
0.81,1.6
0.82,1.6
0.83,1.6
0.84,1.6
0.85,1.6
0.86,1.6
0.87,1.6
0.88,1.6
0.89,1.6
0.9,1.6
0.91,1.6
0.92,1.6
0.93,1.6
0.94,1.6
0.95,1.6
0.96,1.6
0.97,1.6
0.98,1.6
0.99,1.6
1,1.6
1.01,1.6
1.02,1.6
1.03,1.6
1.04,1.6
1.05,1.6
1.06,1.6
1.07,1.6
1.08,1.6
1.09,1.6
1.1,1.6
1.11,1.6
1.12,1.6
1.13,1.6
1.14,1.6
1.15,1.6
1.16,1.6
1.17,1.6
1.18,1.6
1.19,1.6
1.2,1.6
1.21,1.6
1.22,1.6
1.23,1.6
1.24,1.6
1.25,1.6
1.26,1.6
1.27,1.6
1.28,1.6
1.29,1.6
1.3,1.6
1.31,1.6
1.32,1.6
1.33,1.6
1.34,1.6
1.35,1.6
1.36,1.6
1.37,1.6
1.38,1.6
1.39,1.6
1.4,1.6
1.41,1.6
1.42,1.6
1.43,1.6
1.44,1.6
1.45,1.6
1.46,1.6
1.47,1.6
1.48,1.6
1.49,1.6
1.5,1.6
1.51,1.6
1.52,1.6
1.53,1.6
1.54,1.6
1.55,1.6
1.56,1.6
1.57,1.6
1.58,1.6
1.59,1.6
1.6,1.6
1.61,1.6
1.62,1.6
1.63,1.6
1.64,1.6
1.65,1.6
1.66,1.6
1.67,1.6
1.68,1.6
1.69,1.6
1.7,1.6
1.71,1.6
1.72,1.6
1.73,1.6
1.74,1.6
1.75,1.6
1.76,1.6
1.77,1.6
1.78,1.6
1.79,1.6
1.8,1.6
1.81,1.6
1.82,1.6
1.83,1.6
1.84,1.6
1.85,1.6
1.86,1.6
1.87,1.6
1.88,1.6
1.89,1.6
1.9,1.6
1.91,1.6
1.92,1.6
1.93,1.6
1.94,1.6
1.95,1.6
1.96,1.6
1.97,1.6
1.98,1.6
1.99,1.6
2,1.6
2.01,1.6
2.02,1.6
2.03,1.6
2.04,1.6
2.05,1.6
2.06,1.6
2.07,1.6
2.08,1.6
2.09,1.6
2.1,1.6
2.11,1.6
2.12,1.6
2.13,1.6
2.14,1.6
2.15,1.6
2.16,1.6
2.17,1.6
2.18,1.6
2.19,1.6
2.2,1.6
2.21,1.6
2.22,1.6
2.23,1.6
2.24,1.6
2.25,1.6
2.26,1.6
2.27,1.6
2.28,1.6
2.29,1.6
2.3,1.6
2.31,1.6
2.32,1.6
2.33,1.6
2.34,1.6
2.35,1.6
2.36,1.6
2.37,1.6
2.38,1.6
2.39,1.6
2.4,1.6
2.41,1.6
2.42,1.6
2.43,1.6
2.44,1.6
2.45,1.6
2.46,1.6
2.47,1.6
2.48,1.6
2.49,1.6
2.5,1.6
2.51,1.6
2.52,1.6
2.53,1.6
2.54,1.6
2.55,1.6
2.56,1.6
2.57,1.6
2.58,1.6
2.59,1.6
2.6,1.6
2.61,1.6
2.62,1.6
2.63,1.6
2.64,1.6
2.65,1.6
2.66,1.6
2.67,1.6
2.68,1.6
2.69,1.6
2.7,1.6
2.71,1.6
2.72,1.6
2.73,1.6
2.74,1.6
2.75,1.6
2.76,1.6
2.77,1.6
2.78,1.6
2.79,1.6
2.8,1.6
2.81,1.6
2.82,1.6
2.83,1.6
2.84,1.6
2.85,1.6
2.86,1.6
2.87,1.6
2.88,1.6
2.89,1.6
2.9,1.6
2.91,1.6
2.92,1.6
2.93,1.6
2.94,1.6
2.95,1.6
2.96,1.6
2.97,1.6
2.98,1.6
2.99,1.6
3,1.6
